Customer_ID,Channel,Revenue,Conversions
184,Paid Search,4816.81,18
185,Organic Search,4514.88,6
186,Email,5523.53,17
187,Affiliate,416.42,14
188,Display,2142.89,17
189,Social,8046.17,15
190,Social,3667.83,8
191,Affiliate,9173.89,17
192,Affiliate,5731.46,19
193,Social,310.57,5
194,Email,9783.83,19
195,Paid Search,3238.71,6
196,Organic Search,3752.47,1
197,Email,9115.37,8
198,Display,8792.31,1
199,Social,6881.72,7
200,Display,201.25,3
201,Email,135.5,8
202,Display,1864.65,7
203,Organic Search,7649.03,13
204,Social,8366.05,17
205,Organic Search,2325.48,3
206,Social,879.11,16
207,Social,4325.67,11
208,Display,9296.14,2
209,Display,5292.44,13
210,Social,7356.19,10
211,Social,7114.41,14
212,Display,8556.18,9
213,Display,9843.7,19
214,Email,9804.95,3
215,Display,5446.38,19
216,Organic Search,3401.52,12
217,Email,7902.83,14
218,Affiliate,7055.43,4
219,Organic Search,7858.6,16
220,Email,3069.86,10
221,Email,5873.03,3
222,Social,1933.5,10
223,Email,2273.14,4
224,Affiliate,3755.3,15
225,Paid Search,7134.12,3
226,Email,3114.52,17
227,Email,3352.23,12
228,Organic Search,8011.39,5
229,Email,9141.92,17
230,Display,8415.92,8
231,Affiliate,1929.64,14
232,Organic Search,4631.56,15
233,Organic Search,7061.48,8
234,Organic Search,7150.51,17
235,Organic Search,4028.71,13
236,Display,4263.27,6
237,Organic Search,5815.51,1
238,Affiliate,6812.11,14
239,Organic Search,827.24,10
240,Display,6482.71,18
241,Affiliate,5171.28,18
242,Email,476.15,6
243,Paid Search,690.0,17
244,Email,2073.86,4
245,Affiliate,3620.24,17
246,Display,7631.76,2
247,Email,3216.08,4
248,Organic Search,7657.69,17
249,Display,5028.36,15
250,Display,2172.25,4
251,Paid Search,7792.17,1
252,Paid Search,7249.77,8
253,Affiliate,456.64,9
254,Affiliate,7375.93,10
255,Email,6718.82,12
256,Organic Search,3817.36,7
257,Paid Search,6330.86,5
258,Email,1600.43,8
259,Email,5918.5,18
260,Social,1809.27,13
261,Social,1217.09,9
262,Organic Search,2087.84,5
263,Social,1301.62,10
264,Organic Search,1324.96,7
265,Organic Search,8844.45,16
266,Affiliate,9001.11,2
267,Display,7367.32,10
268,Email,7844.47,10
269,Social,3664.78,13
270,Paid Search,5485.59,2
271,Organic Search,8165.7,5
272,Organic Search,4942.36,4
273,Email,7395.88,11
274,Email,4291.8,14
275,Social,3527.81,15
276,Social,8484.05,5
277,Organic Search,3393.28,12
278,Display,4808.48,17
279,Affiliate,1170.52,2
280,Paid Search,5147.97,2
281,Paid Search,6096.5,17
282,Organic Search,3967.5,1
283,Email,6502.34,5
284,Affiliate,4469.22,13
285,Organic Search,4320.27,17
286,Organic Search,4284.22,11
287,Paid Search,8609.76,12
288,Affiliate,7304.08,7
289,Organic Search,4620.99,5
290,Affiliate,6423.25,11
291,Organic Search,8254.78,9
292,Email,4614.15,11
293,Display,8458.68,6
294,Paid Search,1853.47,18
295,Display,5970.03,15
296,Affiliate,3664.83,17
297,Email,1082.79,12
298,Social,8928.26,19
299,Affiliate,4947.3,5
300,Affiliate,5451.01,5
301,Affiliate,5223.66,7
302,Organic Search,5473.14,4
303,Display,5900.53,1
304,Organic Search,8728.28,17
305,Organic Search,9482.68,11
306,Paid Search,6231.88,4
307,Display,3821.92,18
308,Affiliate,5198.71,11
309,Social,7058.74,18
310,Paid Search,5338.72,18
311,Organic Search,2679.84,4
312,Display,6108.9,1
313,Display,8899.13,5
314,Paid Search,1154.78,18
315,Social,801.91,17
316,Paid Search,9753.08,2
317,Social,8052.89,4
318,Paid Search,4184.17,19
319,Display,385.56,18
320,Organic Search,9342.91,11
321,Social,7962.74,13
322,Display,6113.63,15
323,Social,7943.38,11
324,Social,6321.61,1
325,Social,6770.29,17
326,Affiliate,9055.5,11
327,Paid Search,4125.82,10
328,Affiliate,5328.78,12
329,Social,7832.83,15
330,Affiliate,2781.76,5
331,Organic Search,6054.36,9
332,Social,3564.39,13
333,Paid Search,602.57,6
334,Social,1630.74,1
335,Paid Search,1223.32,8
336,Display,5533.95,15
337,Organic Search,1287.01,5
338,Paid Search,5472.48,5
339,Email,7365.81,17
340,Email,6357.68,18
341,Display,7516.03,13
342,Social,4965.11,7
343,Organic Search,7407.76,1
344,Affiliate,7936.29,16
345,Display,2583.07,5
346,Social,8579.07,16
347,Display,9369.31,3
348,Social,7339.7,11
349,Social,9715.78,9
350,Email,740.75,12
351,Display,1586.82,15
352,Social,9037.91,11
353,Affiliate,405.76,13
354,Organic Search,5921.7,6
355,Organic Search,2760.79,14
356,Display,4605.26,5
357,Paid Search,3924.52,19
358,Affiliate,1963.7,16
359,Email,5899.49,13
360,Affiliate,2105.27,14
361,Email,4131.1,4
362,Organic Search,7727.33,6
363,Email,6727.01,7
364,Display,6530.78,18
365,Paid Search,5052.2,19
366,Affiliate,1968.31,7
367,Display,4508.89,10
368,Organic Search,4750.53,17
369,Email,2108.65,1
370,Display,6055.13,6
371,Paid Search,5180.13,12
372,Affiliate,3338.67,17
373,Social,2152.54,17
374,Email,1509.38,5
375,Email,8818.73,17
376,Social,9397.33,14
377,Email,8207.42,4
378,Display,5980.86,5
379,Affiliate,9620.48,8
380,Affiliate,4726.26,6
381,Organic Search,542.7,8
382,Email,3798.42,5
383,Organic Search,1872.78,14
384,Organic Search,6946.29,1
385,Affiliate,3030.1,17
386,Display,4747.71,3
387,Affiliate,9350.43,5
388,Social,9925.9,8
389,Affiliate,5396.22,8
390,Email,2826.24,18
391,Paid Search,4450.6,6
392,Email,8765.86,9
393,Display,2457.39,12
394,Display,719.35,18
395,Social,8197.66,10
396,Organic Search,5346.06,13
397,Paid Search,8979.52,9
398,Email,6884.8,2
399,Paid Search,451.32,5
400,Organic Search,7894.18,1
401,Organic Search,1989.05,1
402,Paid Search,1354.93,5
403,Display,5667.61,12
404,Organic Search,4462.79,9
405,Affiliate,3087.16,18
406,Email,5927.58,4
407,Paid Search,7457.97,10
408,Organic Search,4984.21,6
409,Display,7902.3,7
410,Paid Search,4244.08,7
411,Display,5038.57,5
412,Email,5489.65,3
413,Social,3223.04,15
414,Paid Search,3698.16,9
415,Email,5164.12,16
416,Display,8845.2,18
417,Display,5548.39,19
418,Display,1175.71,12
419,Paid Search,7336.58,14
420,Email,5211.76,13
421,Display,4054.59,4
422,Display,6944.64,17
423,Social,1751.3,9
424,Email,7874.71,9
425,Affiliate,7191.97,2
426,Email,1935.26,12
427,Social,8479.23,18
428,Display,2008.41,18
429,Organic Search,6806.72,5
430,Affiliate,3742.05,15
431,Display,7581.04,11
432,Organic Search,674.2,15
433,Affiliate,2573.26,18
434,Display,4757.9,13
435,Email,7175.25,15
436,Affiliate,6192.77,2
437,Email,9544.94,2
438,Organic Search,5634.32,17
439,Paid Search,3087.92,4
440,Paid Search,4393.36,9
441,Display,846.94,16
442,Social,1257.91,1
443,Display,5224.04,7
444,Organic Search,9759.34,3
445,Organic Search,2520.9,12
446,Email,7794.19,5
447,Display,3729.29,3
448,Social,414.67,12
449,Display,1722.31,10
450,Display,6253.81,14
451,Display,2367.39,18
452,Paid Search,8529.21,17
453,Social,3732.48,12
454,Display,2333.49,11
455,Paid Search,7811.08,19
456,Display,1672.74,18
457,Social,9532.53,17
458,Email,2454.18,7
459,Paid Search,8171.09,14
460,Organic Search,5216.61,12
461,Organic Search,7417.28,16
462,Paid Search,1465.69,12
463,Organic Search,2162.47,1
464,Organic Search,2062.6,14
465,Organic Search,1429.48,14
466,Social,2723.35,14
467,Affiliate,8414.81,19
468,Organic Search,7501.13,1
469,Email,3133.39,10
470,Social,3719.82,17
471,Paid Search,7372.58,13
472,Display,8254.92,13
473,Affiliate,4297.63,4
474,Paid Search,7432.49,4
475,Social,5734.13,9
476,Organic Search,9922.45,6
477,Display,6936.25,16
478,Display,7405.61,10
479,Affiliate,8444.45,17
480,Display,1511.85,7
481,Affiliate,3738.0,8
482,Affiliate,4965.75,2
483,Social,1612.0,4
484,Paid Search,3682.91,19
485,Email,6887.94,16
486,Display,2580.09,2
487,Paid Search,4866.22,11
488,Paid Search,1451.47,5
489,Email,1229.52,14
490,Email,3736.32,12
491,Social,7296.69,6
492,Email,5308.64,15
493,Email,6320.61,10
494,Display,4089.94,16
495,Paid Search,5903.52,11
496,Email,4892.34,16
497,Organic Search,4033.55,14
498,Social,338.6,16
499,Email,8469.38,2
500,Email,9527.69,10
501,Email,5345.86,2
502,Email,4524.33,5
503,Social,7668.75,8
504,Display,227.19,9
505,Display,1470.92,17
506,Social,2847.71,19
507,Email,931.45,16
508,Paid Search,554.27,10
509,Affiliate,9393.84,2
510,Email,1928.16,10
511,Paid Search,5969.74,8
512,Affiliate,5433.59,11
513,Organic Search,2933.0,1
514,Display,6510.63,9
515,Display,3322.0,8
516,Paid Search,4630.35,12
517,Organic Search,3869.49,16
518,Display,9115.8,11
519,Organic Search,9311.64,1
520,Display,3802.98,6
521,Paid Search,2545.12,14
522,Display,7391.78,2
523,Display,3219.34,19
524,Paid Search,4860.9,16
525,Social,5483.32,2
526,Social,9870.71,1
527,Display,3891.61,18
528,Social,4157.59,12
529,Email,775.19,9
530,Social,6663.06,2
531,Organic Search,1991.26,5
532,Email,6174.45,18
533,Social,2495.65,4
534,Email,9450.58,5
535,Affiliate,897.84,17
536,Email,9304.79,5
537,Social,5552.4,18
538,Organic Search,9377.6,8
539,Organic Search,4982.12,10
540,Email,545.96,15
541,Social,2058.8,15
542,Organic Search,3578.88,11
543,Affiliate,9382.2,19
544,Social,7617.2,7
545,Social,6056.18,14
546,Display,4452.44,13
547,Display,4523.89,12
548,Display,6560.87,3
549,Affiliate,7230.83,16
550,Social,4826.35,12
551,Affiliate,8002.49,14
552,Paid Search,5292.01,12
553,Social,5196.69,4
554,Organic Search,6519.41,7
555,Organic Search,7962.51,5
556,Organic Search,6010.53,15
557,Paid Search,9236.08,8
558,Email,8778.26,10
559,Social,7721.91,2
560,Display,4676.16,7
561,Organic Search,6166.83,2
562,Affiliate,5115.76,15
563,Organic Search,161.33,10
564,Email,6662.75,17
565,Email,9164.42,15
566,Email,5237.14,16
567,Social,1788.07,1
568,Organic Search,4648.8,6
569,Paid Search,130.07,18
570,Paid Search,7424.87,3
571,Email,6718.17,19
572,Paid Search,6551.37,12
573,Social,4396.36,10
574,Paid Search,3980.97,4
575,Email,2799.34,6
576,Paid Search,9169.73,4
577,Organic Search,3750.88,1
578,Social,5591.66,10
579,Social,4627.25,6
580,Social,6641.98,16
581,Organic Search,9819.25,9
582,Affiliate,5841.22,9
583,Organic Search,4132.78,12
584,Organic Search,6102.52,3
585,Display,437.04,10
586,Social,9055.0,15
587,Affiliate,1765.98,3
588,Email,5448.34,14
589,Paid Search,3858.74,15
590,Display,8521.83,14
591,Paid Search,9632.15,8
592,Paid Search,714.97,8
593,Organic Search,2147.53,5
594,Display,8508.41,5
595,Email,4595.23,3
596,Paid Search,6361.78,1
597,Paid Search,3773.73,12
598,Display,5389.88,11
599,Email,2742.14,10
600,Email,5941.71,12
601,Affiliate,4386.27,9
602,Email,6845.76,10
603,Paid Search,6120.51,13
604,Organic Search,1423.74,9
605,Display,1985.9,1
606,Email,329.56,12
607,Affiliate,3645.49,1
608,Organic Search,2801.84,18
609,Email,914.67,9
610,Paid Search,6813.23,12
611,Email,7187.93,12
612,Affiliate,6656.72,4
613,Paid Search,2407.27,4
614,Display,6320.2,13
615,Paid Search,3859.55,14
616,Email,201.53,5
617,Affiliate,9678.63,7
618,Social,7205.78,2
619,Affiliate,2462.49,6
620,Organic Search,3163.2,17
621,Paid Search,8991.28,13
622,Paid Search,2624.03,13
623,Social,1014.17,18
624,Email,8426.93,7
625,Organic Search,7006.5,4
626,Affiliate,5472.68,3
627,Organic Search,5587.69,5
628,Affiliate,6909.58,9
629,Organic Search,9116.9,10
630,Organic Search,8242.6,8
631,Display,2409.22,1
632,Paid Search,6472.35,8
633,Affiliate,6745.86,11
634,Display,8234.44,5
635,Display,9118.93,9
636,Email,680.07,17
637,Paid Search,1035.49,1
638,Affiliate,1042.72,17
639,Email,6952.27,6
640,Display,9289.56,14
641,Email,5862.95,14
642,Display,5722.02,5
643,Social,8414.28,17
644,Display,9923.41,4
645,Paid Search,9424.46,9
646,Email,6107.63,7
647,Organic Search,9975.21,5
648,Organic Search,7259.86,14
649,Paid Search,7035.78,13
650,Email,1066.99,17
651,Organic Search,3040.99,2
652,Email,5875.0,2
653,Organic Search,7006.82,6
654,Paid Search,2095.79,7
655,Organic Search,8109.05,16
656,Affiliate,8768.99,3
657,Organic Search,8532.21,14
658,Organic Search,5420.55,12
659,Paid Search,3464.24,18
660,Display,8434.98,18
661,Email,7446.59,14
662,Social,474.66,2
663,Social,5061.5,10
664,Organic Search,8248.32,19
665,Email,5735.37,7
666,Organic Search,2754.61,11
667,Email,263.61,8
668,Social,2344.11,8
669,Affiliate,6157.39,4
670,Organic Search,2605.47,12
671,Organic Search,212.47,6
672,Email,792.56,12
673,Affiliate,3860.48,17
674,Display,4701.63,13
675,Organic Search,7614.84,6
676,Social,5460.63,2
677,Organic Search,7810.37,6
678,Paid Search,1583.15,3
679,Paid Search,3568.06,9
680,Affiliate,5223.06,1
681,Display,254.82,15
682,Email,9612.13,1
683,Paid Search,9234.75,13
684,Organic Search,6674.45,3
685,Organic Search,2212.96,1
686,Affiliate,1465.05,8
687,Email,8892.78,12
688,Paid Search,2948.79,6
689,Social,3828.02,18
690,Email,4017.0,9
691,Social,2210.2,4
692,Organic Search,7273.3,10
693,Social,5792.77,10
694,Email,8898.61,13
695,Paid Search,2272.45,15
696,Email,3461.08,9
697,Display,4997.36,9
698,Display,4775.53,9
699,Social,9818.13,17
700,Organic Search,6002.02,4
701,Paid Search,4161.86,5
702,Social,2923.66,13
703,Email,5815.8,14
704,Display,5511.41,8
705,Paid Search,5129.83,17
706,Display,9443.39,10
707,Paid Search,5091.62,18
708,Paid Search,2357.59,14
709,Display,1643.92,8
710,Display,9105.61,8
711,Affiliate,9978.53,18
712,Email,5964.05,13
713,Email,7298.59,16
714,Paid Search,4262.87,18
715,Email,8631.86,4
716,Email,3532.36,4
717,Email,290.2,3
718,Affiliate,477.33,13
719,Paid Search,8273.3,19
720,Organic Search,4266.23,7
721,Organic Search,9680.51,17
722,Social,4234.54,9
723,Organic Search,9464.97,16
724,Display,4758.38,8
725,Display,7244.91,17
726,Email,3002.91,16
727,Social,5533.96,5
728,Affiliate,3323.09,3
729,Affiliate,6801.48,3
730,Email,2355.3,14
731,Email,3643.32,11
732,Organic Search,6376.02,9
733,Email,3106.39,11
734,Social,2863.61,14
735,Organic Search,3865.72,2
736,Social,6254.5,19
737,Email,3398.42,10
738,Email,4401.67,13
739,Organic Search,307.49,19
740,Paid Search,7029.95,8
741,Organic Search,8136.57,16
742,Paid Search,8288.24,17
743,Paid Search,5540.56,8
744,Affiliate,4306.88,10
745,Organic Search,1941.89,17
746,Email,6593.87,8
747,Social,5809.31,19
748,Email,4355.27,17
749,Paid Search,6185.48,6
750,Display,9547.28,18
751,Social,1444.8,5
752,Email,9650.09,15
753,Display,5745.37,7
754,Display,8336.8,19
755,Social,9938.04,4
756,Paid Search,9291.86,16
757,Affiliate,4051.96,5
758,Display,4632.57,6
759,Display,6098.08,8
760,Social,6415.93,14
761,Organic Search,2359.51,17
762,Social,9483.38,1
763,Affiliate,8296.68,12
764,Paid Search,1389.7,2
765,Email,9914.07,10
766,Email,9960.82,13
767,Affiliate,3608.0,6
768,Display,8497.95,14
769,Display,2680.57,17
770,Affiliate,1685.61,4
771,Display,8558.79,18
772,Email,5655.91,5
773,Email,708.57,9
774,Paid Search,8342.85,8
775,Affiliate,3896.55,1
776,Organic Search,1772.15,13
777,Organic Search,5318.84,11
778,Display,4754.68,4
779,Paid Search,8054.68,17
780,Organic Search,4839.65,4
781,Display,6675.59,8
782,Organic Search,3603.93,2
783,Organic Search,1184.64,17
784,Email,529.87,16
785,Paid Search,3273.82,6
786,Email,6718.81,7
787,Display,205.97,15
788,Organic Search,2565.08,13
789,Affiliate,1599.6,6
790,Email,4677.92,17
791,Email,7488.11,1
792,Email,5571.73,12
793,Affiliate,6121.68,1
794,Organic Search,9467.35,3
795,Organic Search,4626.9,13
796,Affiliate,8159.23,11
797,Display,3504.12,12
798,Email,6241.66,18
799,Organic Search,7706.02,8
800,Display,8288.37,16
801,Display,2297.85,1
802,Email,2624.5,9
803,Display,3831.91,4
804,Social,2576.72,4
805,Paid Search,5445.86,15
806,Display,8089.53,14
807,Paid Search,1619.56,12
808,Display,4132.71,7
809,Email,7294.26,9
810,Paid Search,7065.69,5
811,Paid Search,2463.89,19
812,Paid Search,6638.04,6
813,Affiliate,9669.67,4
814,Affiliate,6300.01,6
815,Paid Search,3338.52,11
816,Display,5198.38,3
817,Affiliate,3445.74,14
818,Paid Search,5364.52,5
819,Affiliate,8423.75,18
820,Email,1425.32,4
821,Affiliate,4188.25,6
822,Email,6376.37,18
823,Social,4704.26,2
824,Affiliate,7837.61,8
825,Email,1697.89,7
826,Display,8758.38,2
827,Email,9784.93,1
828,Organic Search,3662.95,11
829,Paid Search,1227.46,2
830,Email,9877.87,2
831,Display,3573.49,12
832,Affiliate,4972.41,12
833,Email,2502.64,11
834,Display,649.08,1
835,Organic Search,1342.0,16
836,Paid Search,2453.83,8
837,Affiliate,9880.29,16
838,Organic Search,7984.05,14
839,Organic Search,4263.51,4
840,Affiliate,3261.19,19
841,Social,1522.77,15
842,Paid Search,4901.15,16
843,Organic Search,9080.52,17
844,Organic Search,9933.21,4
845,Affiliate,9028.42,2
846,Paid Search,750.71,13
847,Organic Search,1664.88,10
848,Email,1501.71,8
849,Email,1699.47,5
850,Email,1331.09,5
851,Paid Search,1053.93,14
852,Email,3568.6,4
853,Organic Search,1663.66,6
854,Email,1532.93,8
855,Affiliate,5292.23,16
856,Social,2111.4,10
857,Affiliate,160.63,3
858,Paid Search,6991.59,10
859,Display,3352.69,14
860,Email,7396.98,16
861,Social,8941.5,12
862,Email,9260.3,15
863,Display,1859.64,14
864,Display,6758.99,6
865,Social,842.19,4
866,Affiliate,4685.7,3
867,Display,4324.73,13
868,Email,2111.34,17
869,Social,7772.51,16
870,Social,9141.63,3
871,Organic Search,2655.11,5
872,Paid Search,2568.14,18
873,Display,2036.89,12
874,Organic Search,6900.63,17
875,Email,658.39,2
876,Paid Search,731.36,8
877,Affiliate,1823.39,12
878,Email,5503.1,3
879,Organic Search,2601.58,3
880,Organic Search,9874.18,15
881,Organic Search,4012.41,14
882,Paid Search,4754.37,13
883,Paid Search,747.1,15
884,Affiliate,7084.65,7
885,Affiliate,7906.99,3
886,Organic Search,3408.87,2
887,Display,7286.72,5
888,Affiliate,2354.25,4
889,Affiliate,8000.8,4
890,Social,5468.08,2
891,Display,4032.52,11
892,Organic Search,7230.14,17
893,Display,6183.93,12
894,Organic Search,5370.77,19
895,Organic Search,2189.08,13
896,Organic Search,8509.58,19
897,Email,4375.36,5
898,Display,4510.67,8
899,Organic Search,2092.12,2
900,Email,9320.6,11
901,Affiliate,5590.38,16
902,Organic Search,4681.85,2
903,Display,9776.19,17
904,Organic Search,3723.27,17
905,Email,413.82,11
906,Display,2370.73,10
907,Social,7490.29,15
908,Affiliate,1645.91,13
909,Affiliate,1642.92,8
910,Email,4611.92,11
911,Organic Search,4582.74,14
912,Display,4652.84,11
913,Social,2271.65,11
914,Organic Search,1768.07,9
915,Paid Search,7713.55,4
916,Organic Search,6078.62,6
917,Social,3279.45,13
918,Email,2051.17,13
919,Social,8788.56,15
920,Organic Search,1451.82,11
921,Email,5880.28,7
922,Display,6141.25,11
923,Email,8582.87,13
924,Organic Search,662.43,16
925,Organic Search,3146.6,10
926,Email,9664.06,4
927,Email,5731.89,18
928,Affiliate,4235.69,18
929,Email,3236.6,14
930,Organic Search,1577.27,12
931,Paid Search,1952.63,8
932,Affiliate,7815.06,11
933,Email,2518.18,9
934,Email,2276.6,19
935,Display,3259.42,16
936,Social,7587.62,17
937,Display,4261.34,10
938,Affiliate,381.53,2
939,Paid Search,5179.14,19
940,Email,2853.14,13
941,Organic Search,4635.88,18
942,Paid Search,8844.9,4
943,Organic Search,2048.72,5
944,Email,3451.72,18
945,Affiliate,9457.84,16
946,Social,7755.58,3
947,Organic Search,2815.43,6
948,Affiliate,1152.79,1
949,Display,9345.92,16
950,Display,1539.43,12
951,Organic Search,3710.63,2
952,Display,3384.94,2
953,Paid Search,1248.53,5
954,Paid Search,1098.05,1
955,Email,2895.61,5
956,Organic Search,3745.39,4
957,Paid Search,9692.25,2
958,Email,5410.0,15
959,Paid Search,9100.02,5
960,Display,1371.98,14
961,Organic Search,2461.12,9
962,Email,1711.91,9
963,Display,3813.26,11
964,Paid Search,9183.28,19
965,Social,3010.77,10
966,Social,5996.19,10
967,Affiliate,9163.95,17
968,Social,5076.24,18
969,Email,5324.23,15
970,Organic Search,5569.85,15
971,Affiliate,2874.97,6
972,Display,4242.01,15
973,Email,8489.72,13
974,Affiliate,4057.43,1
975,Social,4246.97,5
976,Organic Search,1248.46,15
977,Organic Search,4689.03,4
978,Email,923.43,6
979,Affiliate,2745.66,12
980,Organic Search,9796.72,14
981,Social,9058.9,16
982,Email,6250.99,8
983,Display,7156.89,11
984,Email,2452.26,2
985,Paid Search,1525.79,18
986,Paid Search,5554.71,1
987,Social,8990.45,14
988,Display,8340.19,1
989,Paid Search,5932.64,1
990,Social,9848.51,8
991,Display,2555.32,14
992,Paid Search,7691.68,13
993,Display,2908.29,10
994,Organic Search,9747.03,5
995,Affiliate,2719.44,18
996,Affiliate,3719.04,7
997,Email,4816.36,17
998,Email,3284.72,11
999,Social,2827.9,4
1000,Display,4757.57,1
1001,Display,8182.78,16
1002,Organic Search,7759.76,15
1003,Display,4498.84,18
1004,Affiliate,3198.31,15
1005,Display,1401.04,18
1006,Display,8709.94,8
1007,Organic Search,8870.31,9
1008,Affiliate,760.72,14
1009,Organic Search,7511.65,12
1010,Organic Search,8850.51,6
1011,Display,7390.29,2
1012,Display,3462.32,3
1013,Email,4346.59,18
1014,Display,3075.81,19
1015,Social,5472.89,19
1016,Organic Search,8909.96,9
1017,Display,6746.68,13
1018,Affiliate,4637.34,8
1019,Organic Search,8617.3,5
1020,Organic Search,108.89,15
1021,Social,2817.58,7
1022,Organic Search,4415.59,4
1023,Organic Search,5965.78,5
1024,Organic Search,9956.4,12
1025,Email,6431.39,14
1026,Email,3877.26,12
1027,Display,7276.25,11
1028,Email,9843.1,10
1029,Display,6151.45,14
1030,Email,3581.64,10
1031,Social,6853.38,3
1032,Organic Search,4694.66,17
1033,Social,5404.08,19
1034,Display,9558.07,19
1035,Display,4422.33,5
1036,Paid Search,3205.91,5
1037,Affiliate,6383.91,3
1038,Email,5726.62,8
1039,Affiliate,4033.62,18
1040,Email,3097.2,13
1041,Social,5299.39,16
